company,title,url,application_url,apply_status,apply_error,apply_attempts,applied_at,last_attempted_at
"Synergy Business Consulting, Inc.",Data Scientist,https://www.linkedin.com/jobs/view/4400522648,https://www.linkedin.com/jobs/view/4400522648,failed,expired,99,,2026-04-17T05:36:21.373692+00:00
LTM,Senior Specialist - Data Sciences,https://www.linkedin.com/jobs/view/4398637031,https://ltimindtree.ripplehire.com/candidate/?token=qkiLh5c67ZPnqZLuHUfA&lang=en&source=LINKEDIN&ref=LI02#duplicate-check**,applied,,0,2026-04-17T05:36:18.336197+00:00,2026-04-17T05:33:52.290687+00:00
Oracle,Senior Data Scientist,https://www.linkedin.com/jobs/view/4348448418,,failed,expired,99,,2026-04-17T05:28:30.790831+00:00
Intuit,Staff Data Scientist- Forcasting,https://www.linkedin.com/jobs/view/4387861700,https://intuit.avature.net/en_US/externalCareers/Success?pipelineId=19327&contactId=2049886,applied,,0,2026-04-17T05:33:49.446068+00:00,2026-04-17T05:26:03.345125+00:00
Snowflake,Senior Data Scientist,https://careers.snowflake.com/us/en/job/SNCOUSC686C5F8E183496DA9BE9E6BB3247300EXTERNALENUS02B4DBEB2FEF48389D79922330F08D58/Senior-Data-Scientist,https://jobs.ashbyhq.com/snowflake/02b4dbeb-2fef-4838-9d79-922330f08d58/application**,applied,,0,2026-04-17T05:26:00.166780+00:00,2026-04-17T05:22:21.292966+00:00
"ZINC Zillow, Inc.","Manager, Ads and Marketing Data Science",https://zillow.wd5.myworkdayjobs.com/en-US/Zillow_Group_External/job/Remote-USA/Manager--Ads-and-Marketing-Data-Science_P749767-1,https://zillow.wd5.myworkdayjobs.com/Zillow_Group_External/job/Remote-USA/Manager--Ads-and-Marketing-Data-Science_P749767-1,failed,expired,99,,2026-04-17T05:21:24.036753+00:00
hackajob,Asst Dir-Data Scientist,https://www.linkedin.com/jobs/view/4396318098,https://www.hackajob.com/job/f7e523b3-327f-11f1-a7b8-0a05e249917d-asst-dir-data-scientist,failed,expired,99,,2026-04-17T05:21:00.278136+00:00
Avathon,Data Scientist,https://avathon.com/company/careers-job-listing/?gh_jid=4667051005&gh_src=6c48dc325us,https://avathon.com/company/careers-job-listing/?gh_jid=4667051005&gh_src=6c48dc325us,applied,,0,2026-04-17T05:20:57.408085+00:00,2026-04-17T05:17:09.910296+00:00
PayPal,"Sr Staff Machine Learning Scientist, Agentic AI",https://www.linkedin.com/jobs/view/4401767805,https://paypal.eightfold.ai/careers/job/274903869037?hl=en-US&domain=paypal.com&Codes=W-LINKEDIN,failed,form_validation_loop,3,,2026-04-17T05:01:39.304409+00:00
PayPal,Staff Data Scientist,https://www.linkedin.com/jobs/view/4401778276,https://paypal.eightfold.ai/careers/apply/success?domain=paypal.com&pid=274918505008&hl=en-US**,applied,,2,2026-04-17T05:28:28.044345+00:00,2026-04-17T05:01:14.342450+00:00
WebstaurantStore,Sr Data Scientist,https://www.linkedin.com/jobs/view/4397609669,https://careers.clarkassociatesinc.biz/application-submitted/?k=eac1c871-8706-46b1-85c9-d56c87800d69,applied,,0,2026-04-17T04:24:39.059647+00:00,2026-04-17T04:19:50.363370+00:00
Amerihealth Caritas,Enterprise Analytics Data Scientist Sr,https://www.linkedin.com/jobs/view/4391878094,https://fa-ewjt-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/11742/apply/section/1,applied,,0,2026-04-17T04:22:21.557521+00:00,2026-04-17T04:17:55.519537+00:00
Flex,"Director, Marketing Data Science",https://www.linkedin.com/jobs/view/4369325031,https://job-boards.greenhouse.io/flex/jobs/4658345005/confirmation,applied,,0,2026-04-17T04:19:47.306307+00:00,2026-04-17T04:15:59.787098+00:00
CorVel Corporation,Data Scientist II,https://www.linkedin.com/jobs/view/4399486182,https://recruiting2.ultipro.com/COR1025CVEL/JobBoard/661856a2-40b3-49f9-ab1e-9845cfac508d/OpportunityApply/ApplicationSubmitted?applicationId=845dc8e8-cdf6-46ec-9c29-230798ecce45,applied,,0,2026-04-17T04:03:43.978791+00:00,2026-04-17T03:59:27.498084+00:00
Pinterest,"Sr. Data Scientist, tvScientific",https://www.linkedin.com/jobs/view/4378073429,https://www.pinterestcareers.com/jobs/7642251/sr-data-scientist-tvscientific/?gh_jid=7642251**,applied,,0,2026-04-17T04:05:19.819493+00:00,2026-04-17T03:57:36.177130+00:00
Adobe,Lead Growth Data Scientist – AI Search,https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Lead-Growth-Data-Scientist---AI-Search_R163999,https://adobe.wd5.myworkdayjobs.com/en-US/external_experienced/job/Lead-Growth-Data-Scientist---AI-Search_R163999,failed,expired,99,,2026-04-17T03:57:03.297884+00:00
Adobe,Lead Growth Data Scientist – AI Search,https://www.linkedin.com/jobs/view/4330193836,https://www.linkedin.com/jobs/view/4330193836/,failed,expired,99,,2026-04-17T03:56:37.127179+00:00
Zillow,Sr. Data Scientist - Business Data Team,https://www.linkedin.com/jobs/view/4341225127,https://www.linkedin.com/jobs/view/4341225127/,failed,expired,99,,2026-04-17T03:55:14.089033+00:00
Open Lending,Senior Data Scientist,https://www.linkedin.com/jobs/view/4386930672,https://jobs.jobvite.com/openlending/job/ooIOzfwd/duplicateApplication,applied,,0,2026-04-17T03:55:11.235418+00:00,2026-04-17T03:48:25.146109+00:00
Glocomms,Data Scientist,https://www.aplitrak.com/?adid=Q2hhcmxpZS5UdWxpby42NjY1NS4xNTUwQGdsb2NvbW1zbWFpbi5hcGxpdHJhay5jb20,https://www.aplitrak.com/generic/submit.cgi,applied,,0,2026-04-17T03:48:22.556522+00:00,2026-04-17T03:46:45.438863+00:00
"JobMonkey, Inc.","Lead Data Scientist, Media AI & Platforms",https://www.whatjobs.com/jobs/lead-data-scientist-media-ai/glendale-california,https://www.whatjobs.com/jobs/lead-data-scientist-media-ai/glendale-california,failed,not_a_job_application,99,,2026-04-17T03:44:30.220547+00:00
CFS,Senior Data Scientist — Fintech ML Leader (Orlando Onsite),https://www.whatjobs.com/jobs/senior-data-scientist-fintech/orlando-florida,https://www.whatjobs.com/jobs/senior-data-scientist-fintech/orlando-florida,failed,expired,99,,2026-04-17T03:42:12.522629+00:00
Roblox,Senior Data Scientist - Generative AI,https://www.linkedin.com/jobs/view/4347476391,https://careers.roblox.com/jobs/7420848?gh_jid=7420848&gh_src=da92d0c91**,applied,,0,2026-04-17T03:44:27.401642+00:00,2026-04-17T03:31:54.510523+00:00
BoxNCase,Data Scientist — Analytics roles draw analytical talent hunting for roles.,https://www.linkedin.com/jobs/view/4395473271,https://boxncase.zohorecruit.com/jobs/Careers/802964000000701128/Data-Scientist-—-Analytics-roles-draw-analytical-talent-hunting-for-roles?source=LinkedIn-Basic&embedsource=LinkedIn%2BLimited%2BListings,failed,captcha,99,,2026-04-17T03:28:46.135549+00:00
HG Insights,Staff/Senior Applied Data Scientist - Research,https://www.linkedin.com/jobs/view/4398759053,https://www.linkedin.com/jobs/view/4398759053/**,applied,,0,2026-04-17T03:28:43.305618+00:00,2026-04-17T03:22:29.074804+00:00
Zest AI,Data Scientist,https://www.linkedin.com/jobs/view/4396379575,https://www.linkedin.com/jobs/view/4396379575/**,applied,,0,2026-04-17T03:22:26.278986+00:00,2026-04-17T03:16:14.111999+00:00
,"Senior Manager, Data Scientist - Credit Review",https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean-VA/Senior-Manager--Data-Scientist---Credit-Review_R239953-1,https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean%2C-VA/Senior-Manager--Data-Scientist---Credit-Review_R239953-1/apply/autofillWithResume**,applied,,0,2026-04-17T03:16:11.297470+00:00,2026-04-17T03:14:19.052920+00:00
Future Secure AI,"Sr. Data Scientist, Applied Science",https://www.linkedin.com/jobs/view/4398836613,https://job-boards.anz.greenhouse.io/futuresecureai/jobs/4001537201/confirmation?gh_src=fsai2026**,applied,,0,2026-04-17T03:14:50.320444+00:00,2026-04-17T03:11:05.632773+00:00
Gusto,"Senior Product Data Scientist, Risk",https://www.linkedin.com/jobs/view/4391135363,,failed,expired,99,,2026-04-17T03:10:36.750774+00:00
Tential,Senior Data Scientist,https://www.linkedin.com/jobs/view/4368867596,https://wordpress.tential.com/apply-thank-you/**,applied,,0,2026-04-17T03:10:34.250298+00:00,2026-04-17T03:08:39.484373+00:00
Ascent Developer Solutions,Senior Data Scientist,https://www.linkedin.com/jobs/view/4374540521,https://job-boards.greenhouse.io/ascentds/jobs/4011377009/confirmation?gh_src=bf287iqu9us,applied,,0,2026-04-17T03:08:36.709752+00:00,2026-04-17T03:05:49.314165+00:00
"Remitly, Inc.",Senior Data Scientist,https://remitly.wd5.myworkdayjobs.com/en-US/Remitly_Careers/job/Seattle-Washington-United-States/Senior-Data-Scientist_R_106092,https://remitly.wd5.myworkdayjobs.com/Remitly_Careers/job/Seattle-Washington-United-States/Senior-Data-Scientist_R_106092,failed,expired,99,,2026-04-17T03:04:45.064486+00:00
CapTech,Machine Learning / Data Science Engineer,https://www.linkedin.com/jobs/view/4386782281,https://jobs.smartrecruiters.com/oneclick-ui/company/CapTechConsulting/publication/328fa737-5066-4052-8ccb-e32cf07192aa/success?dcr_ci=CapTechConsulting**,applied,,0,2026-04-17T03:04:42.523771+00:00,2026-04-17T03:01:16.754573+00:00
CapTech,Machine Learning / Data Science Engineer,https://www.linkedin.com/jobs/view/4386955202,https://jobs.smartrecruiters.com/oneclick-ui/company/CapTechConsulting/publication/e68196c5-62bf-436b-9f79-2fb518910aa5/success?dcr_ci=CapTechConsulting,applied,,0,2026-04-17T03:01:14.147379+00:00,2026-04-17T02:54:39.829752+00:00
CapTech,Machine Learning / Data Science Engineer,https://www.linkedin.com/jobs/view/4386778609,https://jobs.smartrecruiters.com/oneclick-ui/company/CapTechConsulting/publication/6517449d-545f-4946-91bc-8678b6289b05/success?dcr_ci=CapTechConsulting,applied,,0,2026-04-17T03:05:46.719845+00:00,2026-04-17T02:52:19.890256+00:00
CapTech,Machine Learning / Data Science Engineer,https://www.linkedin.com/jobs/view/4386954207,https://jobs.smartrecruiters.com/oneclick-ui/company/CapTechConsulting/publication/42ddb8d2-a8ad-4e4a-af01-def71244bfa4/success?dcr_ci=CapTechConsulting**,applied,,0,2026-04-17T02:52:17.093797+00:00,2026-04-17T02:49:25.900236+00:00
UC San Diego Health,Applied AI Data Scientist  - JCHI - 138983,https://www.linkedin.com/jobs/view/4399699500,{APPLYING_FOR_JOB},applied,,0,2026-04-17T02:54:37.210346+00:00,2026-04-17T02:45:14.528342+00:00
ExxonMobil,"Data Scientist, Commercial Analytics",https://www.linkedin.com/jobs/view/4359206198,https://jobs.exxonmobil.com/ExxonMobil/job/Houston-Data-Scientist%2C-Commercial-Analytics-TX-77001/1357172200/,failed,expired,99,,2026-04-17T02:44:56.214593+00:00
Headway,"Senior Manager, Data Science - Patient Growth",https://www.linkedin.com/jobs/view/4390919070,https://job-boards.greenhouse.io/headway/jobs/5838234004/confirmation?gh_src=b21a66264us**,applied,,0,2026-04-17T02:49:23.206393+00:00,2026-04-17T02:41:32.351196+00:00
"Synergy Business Consulting, Inc.",Data Scientist,https://www.linkedin.com/jobs/view/4400570171,https://www.linkedin.com/jobs/view/4400570171/,failed,expired,99,,2026-04-17T02:40:56.928226+00:00
M Science,Data Scientist,https://www.linkedin.com/jobs/view/4401115171,https://www.linkedin.com/jobs/view/4401115171/,applied,,0,2026-04-17T02:44:53.462986+00:00,2026-04-17T02:37:16.734640+00:00
M Science,Data Scientist,https://www.linkedin.com/jobs/view/4395416359,https://www.linkedin.com/jobs/view/4395416359/,failed,expired,99,,2026-04-17T02:36:31.303639+00:00
Bose Corporation,Sr. Data Scientist,https://www.linkedin.com/jobs/view/4309076492,https://boseallaboutme.wd503.myworkdayjobs.com/en-US/Bose_Careers/userHome?source=LinkedIn,applied,,0,2026-04-17T02:36:28.763109+00:00,2026-04-17T02:34:52.787343+00:00
TailorCare,Senior Data Scientist,https://www.linkedin.com/jobs/view/4387451600,https://job-boards.greenhouse.io/tailorcare2023/jobs/4664139006/confirmation?gh_src=fw33rqa56us**,applied,,0,2026-04-17T02:40:54.156933+00:00,2026-04-17T02:28:57.566257+00:00
Plymouth Rock Assurance,Lead Data Scientist,https://myjobs.adp.com/plymouthrock/cx/job-details?reqId=5001179448700&rb=LINKEDIN,https://recruiting.adp.com/srccar/public/nghome.guid?ncsp=plymouthrock&r=5001179448700&cx=continue_application&_reqID=5001179448700&rb=LINKEDIN&myJobsToken=AQICAHjbeJX6AsPF3JkKBFXa9PICJgo38oRwJbrU0hcfh8rBagEsSiiPn3N4enO39s+ebP%2FGAAAA2TCB1gYJKoZIhvcNAQcGoIHIMIHFAgEAMIG%2FBgkqhkiG9w0BBwEwHgYJYIZIAWUDBAEuMBEEDD+yBXbpeHVogUUp0AIBEICBkQSRh6qwEck2lMmw4%2FJXxpRLbgIqXvT2evu2Uf5xSqgkuPF%2FtLaDRxJds8iYhSYh9UP3J3AsOtHkfLr7HaHPp%2FNrmkNfz%2F3kKySci2SZnJYitVsv5%2FWW0QKyYB%2FJ38SBTk8dQbD2qXRfutibZQaHAxfZGH0EH3X8%2FWNrbbd3rFGtChOEB9fOmQC2DTDewxbjU8s%3D&c=2200539&d=External&sc=5026356752006&appUI=true&myjobs=true&encodedData=v02STxPXI3RHazs7_Gqb2bdWMxoul0kAupKkUHxSJFQXm8%253D,applied,,0,2026-04-17T02:17:35.573734+00:00,2026-04-17T02:13:57.122350+00:00
"Multi Media, LLC",Senior Data Scientist,https://www.linkedin.com/jobs/view/4400595786,https://www.adzuna.com/details/5694674618/apply?aztt=eyJhbGciOiJIUzI1NiJ9.eyJ0cyI6Im5vbmUiLCJjaSI6IjdJQmVvQUk2OFJHd1o4VUdjQWlDeUEiLCJpYXQiOjE3NzYzOTE4MzgsInR0Ijoib3RoZXIiLCJleHAiOjE3NzY5OTY2Mzh9.RdrlLfx_CMkZ67T1j9swfTyy9fQDc2TIp8bT4hiPKPY,applied,,0,2026-04-17T02:13:54.505592+00:00,2026-04-17T02:10:26.876864+00:00
PayPal,Sr Data Scientist,https://www.linkedin.com/jobs/view/4401787019,https://paypal.eightfold.ai/careers/job/274917986599?hl=en-US&domain=paypal.com&Codes=W-LINKEDIN,failed,stuck,3,,2026-04-17T02:08:13.728277+00:00
"Multi Media, LLC",Senior Data Scientist,https://www.linkedin.com/jobs/view/4397623407,https://apply.workable.com/multimediallc/j/8927D24769/apply/?success,applied,,0,2026-04-17T02:10:24.245622+00:00,2026-04-17T02:06:01.052036+00:00
LexisNexis,"Lead Data Scientist & Team Lead - AI/LLM, Remote",https://www.whatjobs.com/jobs/lead-data-scientist-team/raleigh-north-carolina,https://www.whatjobs.com/jobseeker/dashboard?ni=f7nirce**,applied,,0,2026-04-17T02:05:58.335639+00:00,2026-04-17T01:54:12.288046+00:00
Apex Systems,Senior Data Scientist: Predictive Modeling & MLOps,https://us.jobrapido.com/jobpreview/2612770106001850368,https://us.jobrapido.com/jobpreview/2612770106001850368,failed,not_a_job_application,99,,2026-04-17T01:51:55.541371+00:00
C10 Labs,Lead Data Scientist - OpenExpert.ai,https://us.jobrapido.com/jobpreview/3698021961318793216,https://c10labs.pinpointhq.com/en/postings/ca1b65a3-bdb2-47bc-af4f-4fd1d530dcae/applications**,applied,,0,2026-04-17T01:51:52.863793+00:00,2026-04-17T01:45:02.269416+00:00
PayPal,Sr Data Scientist,https://www.linkedin.com/jobs/view/4401765912,https://paypal.eightfold.ai/careers/apply?pid=274918329523&hl=en-US&domain=paypal.com&Codes=W-LINKEDIN**,applied,,1,2026-04-17T01:44:59.702091+00:00,2026-04-17T01:34:44.399670+00:00
PayPal,Sr Data Scientist,https://www.linkedin.com/jobs/view/4401772640,https://paypal.eightfold.ai/careers/apply?pid=274918971837&hl=en-US&domain=paypal.com&Codes=W-LINKEDIN**,applied,,0,2026-04-17T01:02:09.654580+00:00,2026-04-17T00:40:04.748850+00:00
Thumbtack,"Senior Data Scientist, People Analytics",https://www.linkedin.com/jobs/view/4356507389,https://job-boards.greenhouse.io/thumbtack/jobs/7576083/confirmation?gh_src=grtm7q,applied,,0,2026-04-17T00:46:56.522180+00:00,2026-04-17T00:37:29.011673+00:00
Intuit,Staff Data Scientist - IES Paid Media,https://www.linkedin.com/jobs/view/4390938993,,failed,expired,99,,2026-04-17T00:36:49.209421+00:00
Burlington,Shortage Data Scientist,https://www.linkedin.com/jobs/view/4399477741,https://burlington.wd5.myworkdayjobs.com/en-US/BurlingtonCareers/job/00000---Burlington-Corporate-Office/Shortage-Data-Scientist_R102752/apply/autofillWithResume?source=LinkedIn**,applied,,0,2026-04-17T00:40:02.209945+00:00,2026-04-17T00:34:28.783003+00:00
,Senior Data Scientist,https://sofi.com/careers/job/7667953003?gh_jid=7667953003,https://job-boards.greenhouse.io/embed/job_app/confirmation?for=sofi&token=7667953003**,applied,,2,2026-04-17T00:36:45.102004+00:00,2026-04-17T00:31:16.210365+00:00
McKinsey & Company,"Senior Data Science Analyst - Growth, Marketing & Sales",https://www.linkedin.com/jobs/view/4343374785,https://jobs.mckinsey.com/careers/LocationAndProfile?t=standard&folderId=94346**,applied,,2,2026-04-17T00:38:50.712489+00:00,2026-04-17T00:19:47.908358+00:00
WEX,Data Scientist,https://www.linkedin.com/jobs/view/4391766082,**,applied,,0,2026-04-17T00:34:26.220679+00:00,2026-04-17T00:19:34.925221+00:00
JPMorganChase,"Vice President, Data Scientist – Credit Risk, Risk  Insights - Chase 360",https://www.linkedin.com/jobs/view/4389058400,https://JPMorganChase.contacthr.com/151548474,failed,captcha,99,,2026-04-17T00:14:52.399171+00:00
Pinterest,"Sr. Data Scientist, Responsible AI",https://www.linkedin.com/jobs/view/4402071840,https://www.pinterestcareers.com/jobs/7494923/sr-data-scientist-responsible-ai/?gh_jid=7494923**,applied,,1,2026-04-17T00:14:49.904636+00:00,2026-04-17T00:08:43.199743+00:00
PowerToFly,AI Strategy & Data Science Manager,https://www.learn4good.com/jobs/goodyear/arizona/info_technology/5000722213/e,https://www.learn4good.com/jobs/goodyear/arizona/info_technology/5000722213/e,failed,expired,99,,2026-04-16T23:55:22.132775+00:00
Ipsos in US,"Senior Data Scientist, Creative Excellence",https://www.linkedin.com/jobs/view/4345719352,,failed,expired,99,,2026-04-16T23:54:22.542307+00:00
"6084-Janssen Research & Development, LLC Legal Entity",Principal Data Scientist – R&D DSDH - Preclinical Sciences & Translational Safety (PSTS),https://jj.wd5.myworkdayjobs.com/en-US/JJ/job/Spring-House-Pennsylvania-United-States-of-America/Principal-Data-Scientist---R-D-DSDH---Preclinical-Sciences---Translational-Safety--PSTS-_R-067785-1,https://jj.wd5.myworkdayjobs.com/en-US/JJ/job/Spring-House%2C-Pennsylvania%2C-United-States-of-America/Principal-Data-Scientist---R-D-DSDH---Preclinical-Sciences---Translational-Safety--PSTS-_R-067785-1/apply/autofillWithResume**,applied,,0,2026-04-16T23:55:15.135887+00:00,2026-04-16T23:54:02.897099+00:00
UPMC,Senior Data Scientist (Hybrid)- Medicare,https://www.linkedin.com/jobs/view/4399795339,https://UPMC-PittsburghMedicalCenter.contacthr.com/151784028?src=11663,failed,expired,99,,2026-04-16T23:53:52.714726+00:00
"6084-Janssen Research & Development, LLC Legal Entity",Principal Data Scientist – R&D DSDH - Preclinical Sciences & Translational Safety (PSTS),https://jj.wd5.myworkdayjobs.com/en-US/DisplacedEmployees/job/Spring-House-Pennsylvania-United-States-of-America/Principal-Data-Scientist---R-D-DSDH---Preclinical-Sciences---Translational-Safety--PSTS-_R-067785,https://jj.wd5.myworkdayjobs.com/en-US/DisplacedEmployees/userHome,applied,,0,2026-04-16T23:53:50.134062+00:00,2026-04-16T23:49:52.208117+00:00
Humana,Lead Data Scientist - Safety Alignment,https://humana.dejobs.org/salem-or/lead-data-scientist-safety-alignment/3B4260D76E5D4421B125AEDCF3CD32B4/job,https://careers.humana.com/us/en/applythankyou?status=alreadyApplied&jobSeqNo=HUMHUMUSR407235EXTERNALENUS&jobTitle=Lead%20Data%20Scientist%20-%20Safety%20Alignment&jobId=R-407235&candidateHomeUrl=https://humana.wd5.myworkdayjobs.com/Humana_External_Career_Site/login?Job_Application_ID=undefined&jobApplicationId=undefined&candidateId=CAND-497454,applied,,0,2026-04-16T23:40:24.133991+00:00,2026-04-16T23:38:02.256046+00:00
James Search Group,Senior Data Scientist,https://www.linkedin.com/jobs/view/4400921238,https://www.linkedin.com/jobs/view/4400921238/,applied,,0,2026-04-16T23:44:02.124997+00:00,2026-04-16T23:37:51.732701+00:00
James Search Group,Senior Data Scientist,https://www.linkedin.com/jobs/view/4385873440,,failed,expired,99,,2026-04-16T23:37:29.875496+00:00
Intuit,Staff Data Scientist - Data Foundations,https://www.linkedin.com/jobs/view/4390879389,https://intuit.avature.net/en_US/externalCareers/JobApplication?pipelineId=20331&utm_medium=jobad&utm_content=pj_board&utm_source=linkedin%20slots%20%28intuit%29&cid=pjob_li_click_us_datasci-fy26_cn_text_job_int-tm&p_sid=H6wJyub&p_uid=ywO6NInlH1&ss=paid&utm_campaign=&utm_source=linkedin%2Bslots%2B(intuit),failed,blocked_domain,99,,2026-04-16T23:37:29.700166+00:00
James Search Group,Senior Data Scientist,https://www.linkedin.com/jobs/view/4397464589,https://www.linkedin.com/jobs/view/4397464589/,failed,expired,99,,2026-04-16T23:37:26.488941+00:00
Headway,Director of Data Science - Patient,https://www.linkedin.com/jobs/view/4346171163,https://job-boards.greenhouse.io/headway/jobs/5743989004/confirmation**,applied,,0,2026-04-16T23:37:23.972323+00:00,2026-04-16T23:32:54.388085+00:00
Joveo Ai,Data Scientist,https://www.linkedin.com/jobs/view/4402269485,https://www.linkedin.com/jobs/view/4402269485/,failed,expired,99,,2026-04-16T23:32:01.801083+00:00
"V-Soft Consulting Group, Inc.",Data Scientist Senior,https://www.linkedin.com/jobs/view/4399689426,https://www.linkedin.com/jobs/view/4399689426/**,applied,,0,2026-04-16T23:31:58.996317+00:00,2026-04-16T23:27:41.251664+00:00
Precision Technologies India PTI,Data Scientist,https://www.linkedin.com/jobs/view/4393800626,https://www.linkedin.com/jobs/view/4393800626/,failed,expired,99,,2026-04-16T23:27:07.414605+00:00
Blend360,Senior/Lead Data Scientist,https://careers.meaenergy.org/job/senior-lead-data-scientist-columbia-md-ecbc442cedb431843556a53db65fe663b,https://careers.meaenergy.org/job/senior-lead-data-scientist-columbia-md-ecbc442cedb431843556a53db65fe663b,failed,expired,99,,2026-04-16T23:26:46.770561+00:00
Roblox,"Senior / Principal Data Scientist, Matchmaking",https://careers.roblox.com/jobs/7024770?gh_jid=7024770&gh_src=da92d0c91,https://careers.roblox.com/jobs/7024770?gh_jid=7024770&gh_src=da92d0c91,applied,,0,2026-04-16T23:33:15.273119+00:00,2026-04-16T23:25:31.385148+00:00
Intuit,Staff Data Scientist,https://www.linkedin.com/jobs/view/4401730308,https://intuit.avature.net/en_US/externalCareers/JobApplication?pipelineId=21607&utm_medium=jobad&utm_content=pj_board&utm_source=linkedin%20slots%20%28intuit%29&cid=pjob_li_click_us_datasci-fy26_cn_text_job_int-tm&p_sid=cj_UGTb&p_uid=usny2Kkzgp&ss=paid&utm_campaign=&utm_source=linkedin%2Bslots%2B(intuit),applied,,0,2026-04-16T23:25:28.945396+00:00,2026-04-16T23:22:04.523083+00:00
Intuit,Staff Data Scientist,https://www.linkedin.com/jobs/view/4401731297,https://jobs.intuit.com/job/-/-/27595/93806367120**,applied,,0,2026-04-16T23:26:44.400028+00:00,2026-04-16T23:21:30.735339+00:00
Intuit,Staff Data Scientist,https://www.linkedin.com/jobs/view/4400906598,,failed,expired,99,,2026-04-16T23:21:22.196999+00:00
YC Bench,Lead Data Scientist,https://www.linkedin.com/jobs/view/4395733468,https://www.linkedin.com/jobs/view/4395733468/,failed,expired,99,,2026-04-16T23:20:58.122438+00:00
Hinge Health,Senior Data Scientist,https://www.linkedin.com/jobs/view/4381604828,https://jobs.ashbyhq.com/hinge-health/d686db55-9932-4ecd-aa05-51d5d7bc3be9/application?utm_source=6NzYgGQWdj,applied,,1,2026-04-16T23:21:28.300453+00:00,2026-04-16T23:13:32.494447+00:00
Albertsons Companies,Lead Data Scientist,https://www.linkedin.com/jobs/view/4397188470,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/my-profile**,applied,,0,2026-04-16T23:20:55.576020+00:00,2026-04-16T23:12:59.720458+00:00
Upstart,Senior Data Scientist,https://app.greenhouse.io/embed/job_app?token=6772375&gh_src=8c01b2f01,https://job-boards.greenhouse.io/embed/job_app/confirmation?for=upstart&token=6772375&gh_src=8c01b2f01,applied,,0,2026-04-16T23:16:36.852072+00:00,2026-04-16T23:12:56.313170+00:00
SoTalent,Data Scientist,https://www.linkedin.com/jobs/view/4399790919,https://www.linkedin.com/jobs/view/4399790919,failed,expired,99,,2026-04-16T23:12:12.230304+00:00
Forward Financing,Senior Data Scientist,https://www.linkedin.com/jobs/view/4375635140,https://jobs.ashbyhq.com/forward%20financing/476e120f-164b-4e94-abf4-650e1707fbb9/application?src=LinkedIn,applied,,0,2026-04-16T23:12:53.937132+00:00,2026-04-16T23:04:59.940134+00:00
Netflix,Data Scientist L6 - Games Portfolio,https://explore.jobs.netflix.net/careers/job/790312832070,https://explore.jobs.netflix.net/careers/apply?pid=790312832070**,applied,,1,2026-04-16T23:01:34.378815+00:00,2026-04-16T22:58:05.423013+00:00
Lyft,"Data Scientist, Supply and Operations Technology, Lyft Urban Solutions",https://www.linkedin.com/jobs/view/4369992190,https://app.careerpuck.com/job-board/lyft/job/8402782002?gh_jid=8402782002,applied,,1,2026-04-16T23:04:57.400551+00:00,2026-04-16T22:57:17.844247+00:00
Optum,"Remote Senior Data Scientist, AI/ML for Payment Integrity",https://www.whatjobs.com/jobs/remote-senior-data-scientist-ai-ml/eden-prairie-minnesota,https://www.whatjobs.com/jobseeker/job/applications,applied,,0,2026-04-16T23:12:09.646067+00:00,2026-04-16T22:55:54.578389+00:00
Northwestern Memorial Healthcare,Senior Data Scientist - Healthcare AI & ML Leader,https://www.whatjobs.com/jobs/senior-data-scientist-healthcare/chicago-illinois,https://www.whatjobs.com/jobs/senior-data-scientist-healthcare/chicago-illinois,failed,expired,99,,2026-04-16T22:48:58.407951+00:00
OpenAI,"Machine Learning Data Scientist, Forecasting",https://www.linkedin.com/jobs/view/4313814361,https://jobs.ashbyhq.com/openai/0b57e309-426d-4f5c-a28c-6dd941b84703/application,failed,expired,99,,2026-04-16T22:46:45.857732+00:00
Citi,"Data Scientist - Merchant and Loyalty Rewards Protection Analyst, AVP",https://www.linkedin.com/jobs/view/4377604359,https://citi.wd5.myworkdayjobs.com/en-US/2/job/Jacksonville-Florida-United-States/Data-Scientist---Merchant-and-Loyalty-Rewards-Protection-Analyst--AVP_26941865-1/apply,applied,,0,2026-04-16T22:46:43.466496+00:00,2026-04-16T22:41:44.271509+00:00
Constellation Brands,Data Scientist,https://www.linkedin.com/jobs/view/4400294322,https://cbrands.wd5.myworkdayjobs.com/en-US/CBI_External_Careers/jobTasks/completed/application?source=Appcast_LinkedIn**,applied,,0,2026-04-16T22:48:52.961659+00:00,2026-04-16T22:40:44.169407+00:00
Riot Games,"Principal Machine Learning Engineer (Personalization, Matchmaking, & Player Experience AI) - Publishing Platform",https://www.builtinseattle.com/job/principal-data-scientist-personalization-matchmaking-player-experience-ai-publishing-platform/8520039,https://www.riotgames.com/en/work-with-us/job/7412544?gh_jid=7412544**,applied,,0,2026-04-16T22:41:41.894293+00:00,2026-04-16T22:32:39.186771+00:00
